UNITID,EFALEVEL,EFTOTLT,EFTOTLM,EFTOTLW
119234,4,93,48,45
119270,4,450,369,81
119331,4,1090,480,610
119340,4,29,5,24
119359,4,132,28,104
119368,4,20,5,15
119438,4,19,2,17
119456,4,87,14,73
119465,4,71,25,46
119508,4,119,53,66
119544,4,32,5,27
119553,4,176,63,113
119605,4,809,368,441
119775,4,28,16,12
119845,4,32,0,32
119951,4,43,0,43
120069,4,71,5,66
120078,4,176,31,145
120087,4,39,5,34
120166,4,52,34,18
120184,4,172,61,111
120254,4,548,233,315
120272,4,14,3,11
120290,4,1839,900,939
120342,4,3677,1958,1719
120403,4,160,50,110
120421,4,1055,524,531
120537,4,85,38,47
120661,4,266,70,196
120865,4,335,145,190
120883,4,958,452,506
120953,4,731,516,215
120971,4,4166,2410,1756
121017,4,44,0,44
121044,4,6090,3006,3084
121150,4,784,309,475
121257,4,265,118,147
121275,4,72,49,23
121309,4,647,226,421
121345,4,397,188,209
121363,4,678,335,343
121381,4,51,19,32
121433,4,15,0,15
121619,4,3936,2282,1654
121637,4,15,0,15
121691,4,663,290,373
121707,4,582,305,277
121859,4,75,1,74
121868,4,47,2,45
121886,4,2638,1536,1102
121901,4,3265,1543,1722
121983,4,7,4,3
121992,4,203,41,162
122180,4,4645,2031,2614
122205,4,3394,1752,1642
122339,4,2220,1115,1105
122366,4,80,78,2
122375,4,3690,1897,1793
122384,4,1687,941,746
122409,4,4671,2055,2616
122436,4,1238,493,745
122454,4,72,27,45
122506,4,33,15,18
122597,4,3612,1384,2228
122612,4,1148,415,733
122658,4,2899,1416,1483
122685,4,148,34,114
122694,4,62,19,43
122728,4,165,59,106
122746,4,1078,499,579
122755,4,3736,1991,1745
122791,4,1650,891,759
122834,4,63,17,46
122843,4,60,25,35
122852,4,19,4,15
122889,4,3460,1628,1832
122931,4,1291,632,659
122977,4,6128,3043,3085
123013,4,2866,1460,1406
123165,4,272,0,272
123208,4,133,130,3
123217,4,2124,1037,1087
123280,4,14,9,5
123299,4,1454,737,717
123341,4,3497,1783,1714
123350,4,34,15,19
123396,4,9,1,8
123457,4,149,43,106
123484,4,510,361,149
123493,4,749,433,316
123509,4,1321,722,599
123527,4,1981,959,1022
123554,4,622,255,367
123563,4,1410,668,742
123572,4,1807,603,1204
123581,4,36,34,2
123642,4,41,8,33
123651,4,401,121,280
123679,4,217,54,163
123800,4,3161,1624,1537
123952,4,32,21,11
123961,4,2922,1420,1502
124113,4,1279,879,400
124292,4,88,44,44
124344,4,134,0,134
124487,4,29,20,9
124681,4,925,385,540
124706,4,182,33,149
124779,4,5,0,5
124937,4,304,54,250
125028,4,2224,1195,1029
125082,4,29,0,29
125091,4,2051,1022,1029
125170,4,1260,597,663
125231,4,229,74,155
125310,4,10,0,10
125462,4,638,303,335
125471,4,1401,662,739
125499,4,1335,658,677
125532,4,60,14,46
125727,4,279,112,167
125763,4,441,171,270
125897,4,100,41,59
126076,4,46,46,0
126119,4,1329,599,730
126164,4,14,0,14
126182,4,527,285,242
126207,4,663,342,321
126289,4,983,478,505
126359,4,116,12,104
126401,4,28,4,24
126562,4,1180,521,659
126580,4,1618,808,810
126605,4,91,84,7
126614,4,5840,3155,2685
126669,4,530,187,343
126678,4,522,224,298
126687,4,189,28,161
126702,4,289,180,109
126711,4,640,377,263
126748,4,170,78,92
126775,4,954,682,272
126784,4,60,60,0
126818,4,4435,2015,2420
126827,4,78,45,33
126854,4,25,2,23
126863,4,1087,450,637
126872,4,107,17,90
126915,4,193,63,130
126942,4,1504,740,764
126951,4,335,318,17
127024,4,33,19,14
127060,4,1407,667,740
127158,4,497,222,275
127185,4,873,465,408
127200,4,2511,1221,1290
127219,4,25,0,25
127228,4,55,4,51
127316,4,13,3,10
127389,4,162,74,88
127556,4,2208,1099,1109
127565,4,2234,1154,1080
127617,4,193,69,124
127653,4,37,17,20
127680,4,21,11,10
127699,4,15,5,10
127714,4,39,28,11
127732,4,313,168,145
127741,4,1982,725,1257
127778,4,249,135,114
127787,4,33,5,28
127820,4,2547,1255,1292
127839,4,11,2,9
127884,4,849,364,485
127909,4,1330,699,631
127918,4,390,135,255
127945,4,64,27,37
127954,4,3,0,3
128106,4,793,382,411
128151,4,128,76,52
128179,4,182,142,40
128188,4,74,19,55
128258,4,320,183,137
128328,4,1154,887,267
128337,4,61,4,57
128391,4,469,256,213
128425,4,7,7,0
128498,4,143,65,78
128540,4,15,1,14
128577,4,298,184,114
128586,4,15,15,0
128674,4,363,92,271
128683,4,179,67,112
128726,4,116,21,95
128744,4,542,212,330
128771,4,1293,678,615
128896,4,74,22,52
128902,4,489,181,308
128957,4,10,2,8
129002,4,66,51,15
129020,4,3755,1866,1889
129154,4,250,50,200
129181,4,274,264,10
129215,4,985,430,555
129242,4,963,374,589
129349,4,36,1,35
129367,4,660,238,422
129482,4,41,7,34
129525,4,1267,645,622
129534,4,1,0,1
129543,4,994,467,527
129686,4,17,6,11
129695,4,1616,874,742
129729,4,1527,728,799
129756,4,566,280,286
129774,4,178,101,77
129808,4,938,430,508
129923,4,109,58,51
129932,4,235,228,7
129941,4,1174,556,618
129969,4,111,30,81
130004,4,981,521,460
130040,4,260,110,150
130110,4,20,5,15
130129,4,55,5,50
130174,4,721,478,243
130183,4,1036,357,679
130217,4,477,217,260
130226,4,1800,664,1136
130253,4,1267,444,823
130314,4,153,0,153
130396,4,1570,771,799
130448,4,18,2,16
130493,4,1380,459,921
130509,4,185,24,161
130590,4,604,317,287
130606,4,803,383,420
130624,4,217,140,77
130697,4,741,344,397
130776,4,797,389,408
130794,4,1358,677,681
130873,4,81,7,74
130891,4,881,406,475
130907,4,659,292,367
130916,4,1304,622,682
130934,4,922,344,578
130943,4,4224,1746,2478
130989,4,100,42,58
131061,4,70,2,68
131098,4,463,245,218
131113,4,840,383,457
131159,4,1626,556,1070
131283,4,837,401,436
131308,4,36,10,26
131399,4,562,235,327
131450,4,201,87,114
131469,4,2356,1084,1272
131496,4,1594,723,871
131520,4,1594,464,1130
131742,4,442,46,396
131803,4,105,42,63
131830,4,4,2,2
131876,4,274,2,272
132268,4,197,190,7
132338,4,422,210,212
132374,4,512,306,206
132408,4,48,22,26
132471,4,564,194,370
132602,4,1023,416,607
132657,4,456,245,211
132666,4,8,1,7
132675,4,92,45,47
132693,4,2501,1210,1291
132709,4,8052,3733,4319
132842,4,10,4,6
132851,4,1375,595,780
132879,4,47,30,17
132903,4,6047,2718,3329
132976,4,128,50,78
133021,4,407,166,241
133085,4,126,65,61
133155,4,303,133,170
133386,4,2325,1099,1226
133465,4,61,22,39
133492,4,455,162,293
133508,4,2926,1337,1589
133526,4,208,129,79
133553,4,944,763,181
133650,4,1277,467,810
133669,4,3458,1538,1920
133702,4,3866,1753,2113
133711,4,708,287,421
133809,4,198,99,99
133845,4,174,22,152
133854,4,126,20,106
133863,4,121,28,93
133872,4,59,15,44
133881,4,783,573,210
133951,4,4524,2068,2456
133960,4,223,115,108
133979,4,412,170,242
133997,4,3134,1122,2012
134024,4,19,3,16
134079,4,635,233,402
134097,4,6032,2476,3556
134112,4,3789,1233,2556
134121,4,18,5,13
134130,4,6370,2656,3714
134149,4,37,9,28
134228,4,23,7,16
134237,4,2807,2133,674
134291,4,377,286,91
134307,4,208,203,5
134343,4,853,412,441
134422,4,14,2,12
134495,4,4977,2324,2653
134510,4,34,19,15
134529,4,18,3,15
134574,4,66,20,46
134608,4,2564,1243,1321
134680,4,45,25,20
134714,4,83,18,65
134811,4,494,202,292
134909,4,60,46,14
134945,4,539,285,254
135063,4,15,4,11
135081,4,2289,723,1566
135124,4,178,43,135
135142,4,72,2,70
135160,4,583,232,351
135179,4,337,168,169
135188,4,895,405,490
135267,4,327,220,107
135276,4,558,342,216
135294,4,382,241,141
135337,4,12,3,9
135364,4,19,15,4
135391,4,1790,799,991
135407,4,905,480,425
135416,4,50,6,44
135522,4,236,126,110
135647,4,368,261,107
135717,4,12642,5729,6913
135726,4,2151,1044,1107
135735,4,515,474,41
135771,4,141,27,114
135939,4,65,24,41
135957,4,98,36,62
136048,4,27,3,24
136066,4,190,113,77
136109,4,28,1,27
136145,4,239,87,152
136172,4,1609,744,865
136206,4,124,72,52
136215,4,654,210,444
136233,4,949,455,494
136288,4,38,6,32
136303,4,233,63,170
136330,4,578,194,384
136358,4,5328,2536,2792
136400,4,2367,1037,1330
136473,4,1784,828,956
136491,4,207,161,46
136516,4,1736,783,953
136659,4,168,86,82
136765,4,557,307,250
136774,4,257,106,151
136783,4,8,1,7
136826,4,324,182,142
136950,4,477,192,285
137023,4,259,133,126
137032,4,639,260,379
137078,4,4202,1969,2233
137087,4,218,141,77
137096,4,2975,1455,1520
137120,4,370,201,169
137148,4,16,5,11
137209,4,3226,1577,1649
137245,4,667,314,353
137272,4,17,16,1
137281,4,1105,485,620
137315,4,568,245,323
137351,4,3736,1631,2105
137476,4,195,76,119
137537,4,20,3,17
137546,4,852,352,500
137564,4,865,432,433
137591,4,77,15,62
137713,4,114,40,74
137759,4,3020,1536,1484
137777,4,4,4,0
137801,4,71,46,25
137810,4,47,6,41
137847,4,1592,667,925
137856,4,22,14,8
137865,4,82,35,47
137953,4,83,52,31
137962,4,24,17,7
138132,4,65,4,61
138187,4,8167,3853,4314
138275,4,179,99,80
138284,4,163,94,69
138293,4,205,157,48
138309,4,341,98,243
138354,4,1333,587,746
138372,4,276,146,130
138479,4,598,310,288
138488,4,149,32,117
138497,4,201,110,91
138558,4,999,460,539
138600,4,252,0,252
138655,4,111,91,20
138664,4,14,6,8
138682,4,790,374,416
138691,4,1134,438,696
138716,4,520,172,348
138761,4,184,86,98
138789,4,958,322,636
138813,4,806,464,342
138822,4,55,6,49
138840,4,975,461,514
138868,4,192,134,58
138901,4,510,207,303
138938,4,34,12,22
138947,4,781,199,582
138956,4,823,434,389
139010,4,522,174,348
139074,4,113,25,88
139092,4,5,2,3
139144,4,672,307,365
139153,4,93,39,54
139199,4,204,1,203
139205,4,148,94,54
139214,4,17,1,16
139250,4,597,229,368
139278,4,1602,774,828
139287,4,34,22,12
139311,4,578,245,333
139357,4,676,314,362
139366,4,1117,460,657
139384,4,1154,515,639
139393,4,295,129,166
139463,4,965,425,540
139506,4,20,7,13
139579,4,63,23,40
139621,4,1040,458,582
139630,4,167,88,79
139658,4,1853,799,1054
139700,4,1307,563,744
139719,4,538,255,283
139755,4,2673,1677,996
139764,4,376,151,225
139861,4,1395,542,853
139904,4,1067,567,500
139931,4,3583,1857,1726
139940,4,3469,1503,1966
139959,4,5237,2033,3204
139968,4,1142,469,673
139986,4,1006,456,550
139995,4,93,45,48
140003,4,105,15,90
140012,4,1021,510,511
140164,4,3229,1317,1912
140234,4,271,168,103
140243,4,898,414,484
140252,4,75,50,25
140331,4,2176,1040,1136
140340,4,39,21,18
140447,4,767,353,414
140553,4,486,486,0
140599,4,345,146,199
140678,4,675,325,350
140696,4,284,130,154
140720,4,268,185,83
140818,4,255,101,154
140827,4,8,5,3
140872,4,346,192,154
140942,4,900,426,474
140951,4,1691,535,1156
140960,4,1299,547,752
140988,4,309,167,142
141006,4,524,310,214
141015,4,7,2,5
141060,4,559,0,559
141097,4,805,687,118
141158,4,226,94,132
141167,4,79,51,28
141185,4,168,71,97
141237,4,199,96,103
141255,4,686,316,370
141264,4,1722,717,1005
141325,4,119,0,119
141334,4,2237,788,1449
141361,4,420,162,258
141468,4,281,114,167
141486,4,280,93,187
141565,4,496,176,320
141574,4,2005,847,1158
141608,4,9,5,4
141644,4,576,199,377
141680,4,670,451,219
141796,4,1267,548,719
141802,4,328,139,189
141811,4,1301,614,687
141839,4,770,328,442
141848,4,31,3,28
141945,4,56,23,33
141981,4,291,115,176
141990,4,422,171,251
142054,4,49,10,39
142090,4,47,33,14
142115,4,2194,1000,1194
142179,4,82,50,32
142276,4,1551,771,780
142285,4,1630,837,793
142294,4,292,143,149
142328,4,475,195,280
142337,4,31,20,11
142407,4,47,0,47
142416,4,16,1,15
142443,4,1049,490,559
142461,4,252,98,154
142489,4,21,1,20
142522,4,2423,754,1669
142559,4,1145,510,635
142869,4,29,4,25
142878,4,38,1,37
142887,4,100,50,50
143048,4,577,170,407
143084,4,627,291,336
143118,4,701,302,399
143181,4,13,1,12
143215,4,1550,809,741
143279,4,569,284,285
143288,4,116,53,63
143358,4,1085,510,575
143376,4,298,10,288
143464,4,12,1,11
143473,4,50,3,47
143482,4,26,1,25
143491,4,70,0,70
143516,4,34,2,32
143534,4,1,0,1
143543,4,32,3,29
143552,4,4,0,4
143613,4,429,196,233
143695,4,7,0,7
144005,4,276,94,182
144050,4,1426,781,645
144157,4,662,314,348
144166,4,774,253,521
144175,4,469,203,266
144184,4,642,276,366
144193,4,766,380,386
144209,4,1574,701,873
144218,4,1484,712,772
144281,4,2161,906,1255
144351,4,376,182,194
144467,4,140,60,80
144485,4,199,129,70
144564,4,698,329,369
144573,4,21,4,17
144740,4,2425,1014,1411
144795,4,73,4,69
144865,4,3813,2049,1764
144883,4,185,83,102
144892,4,1333,512,821
144944,4,1357,747,610
144962,4,506,230,276
144971,4,138,57,81
145099,4,51,2,49
145239,4,65,11,54
145309,4,21,7,14
145372,4,277,150,127
145406,4,33,1,32
145424,4,4,0,4
145433,4,21,3,18
145460,4,27,4,23
145497,4,340,29,311
145521,4,423,195,228
145600,4,3104,1544,1560
145619,4,635,284,351
145637,4,7329,4123,3206
145646,4,527,255,272
145682,4,1588,843,745
145691,4,270,140,130
145707,4,238,113,125
145725,4,464,355,109
145770,4,69,22,47
145813,4,2981,1215,1766
145831,4,320,172,148
146010,4,29,14,15
146205,4,736,347,389
146278,4,538,249,289
146296,4,1699,880,819
146339,4,201,93,108
146348,4,383,178,205
146366,4,353,186,167
146393,4,98,36,62
146418,4,603,316,287
146427,4,380,149,231
146454,4,11,0,11
146472,4,2049,1103,946
146481,4,399,182,217
146506,4,1101,525,576
146603,4,735,385,350
146612,4,694,313,381
146621,4,15,0,15
146667,4,79,42,37
146676,4,396,197,199
146685,4,1418,684,734
146700,4,184,132,52
146719,4,2512,861,1651
146791,4,98,48,50
146807,4,5,1,4
146816,4,29,9,20
146825,4,120,56,64
147004,4,1212,648,564
147013,4,387,194,193
147129,4,14,1,13
147165,4,15,7,8
147244,4,451,206,245
147341,4,390,179,211
147369,4,468,261,207
147378,4,2180,1159,1021
147396,4,38,33,5
147411,4,541,293,248
147439,4,19,0,19
147536,4,28,5,23
147642,4,25,1,24
147660,4,529,258,271
147679,4,373,157,216
147703,4,2679,1282,1397
147749,4,85,21,64
147767,4,2040,989,1051
147776,4,808,353,455
147800,4,1262,700,562
147819,4,38,0,38
147828,4,753,335,418
147916,4,1057,635,422
147970,4,56,8,48
148007,4,612,288,324
148016,4,125,54,71
148098,4,8,0,8
148131,4,275,148,127
148140,4,23,15,8
148177,4,509,236,273
148256,4,417,205,212
148292,4,605,274,331
148335,4,699,359,340
148380,4,1144,584,560
148399,4,129,25,104
148405,4,110,42,68
148487,4,444,173,271
148496,4,497,182,315
148584,4,237,108,129
148627,4,594,214,380
148654,4,316,113,203
148672,4,471,220,251
148821,4,124,61,63
148849,4,8,4,4
148876,4,292,69,223
148937,4,199,111,88
148955,4,13,0,13
148991,4,485,245,240
149204,4,17,0,17
149222,4,2631,1349,1282
149231,4,1966,855,1111
149310,4,28,9,19
149329,4,18,18,0
149365,4,950,417,533
149499,4,2,0,2
149505,4,205,83,122
149514,4,182,110,72
149532,4,1213,643,570
149550,4,36,1,35
149639,4,15,9,6
149727,4,1475,757,718
149772,4,1652,813,839
149781,4,597,281,316
149842,4,2381,1228,1153
150048,4,151,82,69
150066,4,442,175,267
150075,4,1,0,1
150136,4,3616,1381,2235
150145,4,248,99,149
150163,4,1015,380,635
150172,4,168,109,59
150251,4,92,9,83
150303,4,27,3,24
150400,4,641,283,358
150428,4,16,1,15
150437,4,20,0,20
150455,4,253,113,140
150534,4,543,236,307
150604,4,272,135,137
150668,4,167,74,93
150677,4,372,158,214
150695,4,31,1,30
150710,4,37,21,16
150756,4,334,136,198
150765,4,16,0,16
150774,4,165,96,69
150853,4,14,1,13
150941,4,226,106,120
150987,4,16181,7545,8636
151102,4,1660,762,898
151111,4,3795,1613,2182
151166,4,312,78,234
151263,4,834,285,549
151290,4,920,404,516
151306,4,1709,703,1006
151324,4,2661,1116,1545
151333,4,508,179,329
151342,4,921,368,553
151351,4,7604,3874,3730
151360,4,830,320,510
151379,4,1026,429,597
151388,4,404,157,247
151458,4,167,37,130
151467,4,159,35,124
151494,4,55,40,15
151500,4,41,28,13
151519,4,770,440,330
151537,4,39,3,36
151564,4,33,0,33
151607,4,19,0,19
151616,4,98,43,55
151625,4,42,16,26
151652,4,75,8,67
151661,4,276,269,7
151777,4,367,182,185
151786,4,336,173,163
151801,4,1437,511,926
151810,4,54,19,35
151829,4,21,0,21
151874,4,26,10,16
151944,4,67,17,50
151962,4,16,10,6
152044,4,37,4,33
152080,4,2070,1077,993
152099,4,104,50,54
152150,4,18,0,18
152248,4,827,447,380
152266,4,653,287,366
152275,4,16,3,13
152309,4,49,6,43
152318,4,559,435,124
152327,4,10,2,8
152336,4,388,131,257
152363,4,296,167,129
152381,4,65,0,65
152390,4,437,0,437
152415,4,86,4,82
152497,4,20,0,20
152530,4,460,198,262
152567,4,372,272,100
152600,4,876,433,443
152628,4,22,0,22
152637,4,3039,1860,1179
152673,4,241,241,0
152798,4,1,0,1
152822,4,184,96,88
152992,4,180,107,73
153001,4,269,128,141
153074,4,13,0,13
153083,4,11,0,11
153092,4,6,3,3
153108,4,309,158,151
153126,4,181,57,124
153144,4,390,158,232
153162,4,270,124,146
153171,4,9,0,9
153214,4,3537,1762,1775
153241,4,11,11,0
153250,4,379,209,170
153269,4,850,355,495
153278,4,443,276,167
153296,4,363,212,151
153302,4,34,17,17
153311,4,1211,559,652
153320,4,60,22,38
153339,4,10,1,9
153366,4,326,183,143
153375,4,298,153,145
153384,4,423,183,240
153409,4,24,5,19
153418,4,39,8,31
153427,4,88,40,48
153445,4,1123,565,558
153463,4,13,0,13
153472,4,767,413,354
153524,4,1213,710,503
153533,4,428,240,188
153542,4,9,0,9
153588,4,6,6,0
153597,4,47,1,46
153603,4,6089,3365,2724
153621,4,103,59,44
153630,4,1393,774,619
153658,4,4460,2036,2424
153737,4,2712,1397,1315
153746,4,28,3,25
153764,4,33,3,30
153773,4,64,3,61
153782,4,24,1,23
153825,4,414,213,201
153834,4,628,273,355
153861,4,19,9,10
153922,4,436,201,235
153977,4,46,8,38
154004,4,357,160,197
154013,4,154,40,114
154022,4,866,257,609
154059,4,647,354,293
154095,4,1722,646,1076
154101,4,284,135,149
154110,4,770,381,389
154129,4,246,162,84
154165,4,14,0,14
154174,4,6,1,5
154208,4,32,1,31
154235,4,562,242,320
154262,4,1,0,1
154332,4,13,0,13
154341,4,20,0,20
154350,4,377,152,225
154378,4,381,181,200
154396,4,313,162,151
154448,4,22,1,21
154457,4,19,0,19
154466,4,19,0,19
154493,4,267,139,128
154518,4,120,65,55
154527,4,451,207,244
154545,4,11,2,9
154572,4,570,273,297
154590,4,264,173,91
154642,4,551,226,325
154688,4,235,122,113
154697,4,712,349,363
154712,4,494,232,262
154721,4,184,117,67
154749,4,123,77,46
154767,4,134,19,115
154776,4,187,64,123
154794,4,8,7,1
154800,4,1700,790,910
154837,4,32,8,24
154855,4,173,102,71
154907,4,406,185,221
154925,4,528,318,210
154934,4,320,122,198
154952,4,762,354,408
154970,4,31,3,28
154998,4,461,250,211
155007,4,135,48,87
155025,4,696,233,463
155052,4,174,103,71
155061,4,1063,466,597
155070,4,49,28,21
155089,4,184,91,93
155098,4,503,286,217
155104,4,507,291,216
155140,4,146,82,64
155159,4,40,1,39
155177,4,165,78,87
155186,4,579,319,260
155195,4,1094,560,534
155201,4,310,169,141
155210,4,2100,1123,977
155283,4,207,28,179
155292,4,1023,504,519
155317,4,4000,1948,2052
155335,4,165,64,101
155353,4,33,26,7
155399,4,3821,1894,1927
155414,4,151,77,74
155423,4,298,206,92
155441,4,15,1,14
155450,4,201,99,102
155487,4,235,110,125
155496,4,73,42,31
155511,4,170,99,71
155520,4,223,100,123
155566,4,363,171,192
155593,4,219,200,19
155618,4,190,131,59
155627,4,145,89,56
155636,4,3,0,3
155681,4,1144,577,567
155715,4,323,186,137
155812,4,104,48,56
155830,4,159,115,44
155858,4,348,165,183
155867,4,15,1,14
155900,4,128,70,58
155937,4,169,90,79
155973,4,159,98,61
156082,4,851,361,490
156107,4,380,204,176
156125,4,1283,629,654
156134,4,180,113,67
156189,4,189,82,107
156213,4,322,117,205
156231,4,546,275,271
156277,4,31,3,28
156286,4,676,269,407
156295,4,397,181,216
156310,4,46,0,46
156338,4,480,213,267
156356,4,151,62,89
156365,4,531,273,258
156392,4,2089,946,1143
156408,4,377,185,192
156417,4,6,6,0
156426,4,29,0,29
156444,4,11,1,10
156471,4,76,9,67
156541,4,488,270,218
156620,4,2431,1032,1399
156648,4,1272,544,728
156745,4,268,108,160
156754,4,8,0,8
156790,4,583,251,332
156842,4,14,2,12
156851,4,258,87,171
156860,4,650,280,370
156903,4,12,5,7
156921,4,1864,868,996
156949,4,15,2,13
156967,4,21,1,20
157021,4,64,22,42
157030,4,20,12,8
157058,4,537,226,311
157076,4,163,87,76
157085,4,4684,2061,2623
157100,4,129,85,44
157216,4,514,258,256
157270,4,50,32,18
157289,4,2855,1438,1417
157304,4,407,172,235
157331,4,584,249,335
157359,4,231,98,133
157377,4,107,9,98
157386,4,1701,722,979
157401,4,1581,666,915
157438,4,576,294,282
157447,4,2273,994,1279
157456,4,3,0,3
157465,4,3,0,3
157483,4,864,338,526
157508,4,27,3,24
157535,4,386,205,181
157553,4,434,212,222
157599,4,279,61,218
157614,4,27,0,27
157632,4,118,47,71
157650,4,44,1,43
157669,4,40,2,38
157678,4,60,6,54
157696,4,49,9,40
157711,4,1210,526,684
157739,4,357,160,197
157748,4,120,75,45
157757,4,213,72,141
157766,4,131,16,115
157793,4,364,135,229
157809,4,264,144,120
157818,4,290,139,151
157827,4,58,11,47
157863,4,241,116,125
157951,4,3117,1428,1689
158088,4,472,289,183
158158,4,67,27,40
158246,4,71,26,45
158343,4,41,20,21
158352,4,405,297,108
158431,4,1432,593,839
158440,4,17,3,14
158477,4,128,56,72
158538,4,21,2,19
158617,4,244,101,143
158644,4,27,1,26
158662,4,3009,1288,1721
158723,4,109,13,96
158778,4,24,1,23
158787,4,33,0,33
158802,4,229,61,168
158884,4,296,139,157
159009,4,714,298,416
159027,4,6,0,6
159197,4,157,133,24
159319,4,7,0,7
159328,4,9,0,9
159382,4,391,135,256
159391,4,5501,2420,3081
159407,4,704,258,446
159416,4,345,146,199
159443,4,506,287,219
159513,4,126,9,117
159522,4,66,6,60
159531,4,32,0,32
159568,4,265,148,117
159601,4,8,0,8
159647,4,1553,915,638
159656,4,624,247,377
159717,4,1330,512,818
159939,4,857,443,414
159948,4,189,122,67
159966,4,1242,506,736
159993,4,1338,463,875
160010,4,565,348,217
160038,4,1231,453,778
160065,4,58,9,49
160074,4,111,10,101
160117,4,24,2,22
160126,4,7,0,7
160135,4,25,0,25
160199,4,16,1,15
160320,4,850,57,793
160409,4,14,14,0
160445,4,15,0,15
160472,4,21,0,21
160481,4,585,239,346
160524,4,116,20,96
160579,4,761,448,313
160597,4,4,2,2
160612,4,2546,1020,1526
160621,4,1123,437,686
160630,4,269,90,179
160649,4,405,146,259
160658,4,2693,1251,1442
160667,4,508,278,230
160755,4,1609,665,944
160904,4,675,183,492
160913,4,562,437,125
160940,4,146,38,108
160959,4,104,37,67
160977,4,500,270,230
160995,4,93,40,53
161004,4,497,245,252
161022,4,2,0,2
161077,4,600,301,299
161086,4,483,243,240
161138,4,477,264,213
161165,4,455,186,269
161192,4,225,87,138
161208,4,25,23,2
161217,4,454,149,305
161226,4,439,143,296
161235,4,162,51,111
161244,4,104,44,60
161253,4,2166,1159,1007
161299,4,234,204,30
161341,4,197,78,119
161457,4,633,175,458
161484,4,159,87,72
161493,4,121,5,116
161509,4,105,26,79
161518,4,388,157,231
161527,4,45,0,45
161545,4,1383,767,616
161554,4,780,341,439
161563,4,260,135,125
161572,4,146,83,63
161581,4,151,93,58
161615,4,9,1,8
161651,4,15,0,15
161688,4,625,256,369
161767,4,2696,1288,1408
161776,4,89,18,71
161800,4,54,2,52
161855,4,21,2,19
161864,4,1074,414,660
161873,4,241,95,146
162007,4,629,253,376
162061,4,50,41,9
162104,4,485,227,258
162122,4,2105,965,1140
162168,4,622,282,340
162210,4,126,49,77
162283,4,368,110,258
162335,4,8,1,7
162371,4,235,231,4
162557,4,1302,629,673
162584,4,895,501,394
162609,4,219,135,84
162654,4,401,129,272
162681,4,129,24,105
162690,4,950,436,514
162706,4,1547,766,781
162760,4,281,111,170
162779,4,1816,944,872
162830,4,20,1,19
162928,4,1390,700,690
162982,4,11,4,7
163028,4,199,178,21
163046,4,1096,477,619
163107,4,8,1,7
163204,4,603,288,315
163268,4,1657,953,704
163286,4,4020,2125,1895
163295,4,400,98,302
163338,4,610,257,353
163347,4,111,9,102
163408,4,22,0,22
163426,4,3297,1821,1476
163453,4,899,395,504
163462,4,429,194,235
163532,4,41,41,0
163541,4,95,1,94
163578,4,104,0,104
163657,4,2793,1242,1551
163736,4,134,30,104
163754,4,13,0,13
163815,4,31,0,31
163851,4,1246,509,737
163912,4,383,156,227
163921,4,91,11,80
163976,4,122,70,52
164058,4,102,46,56
164076,4,2748,995,1753
164100,4,184,34,150
164155,4,1171,905,266
164173,4,753,292,461
164216,4,349,147,202
164270,4,453,226,227
164313,4,678,287,391
164438,4,24,9,15
164447,4,346,164,182
164465,4,466,231,235
164492,4,243,93,150
164535,4,16,1,15
164562,4,502,215,287
164580,4,489,252,237
164599,4,23,6,17
164614,4,15,8,7
164632,4,136,0,136
164641,4,178,77,101
164678,4,49,47,2
164720,4,359,188,171
164739,4,974,604,370
164748,4,910,601,309
164775,4,469,223,246
164845,4,109,6,103
164872,4,15,11,4
164924,4,2309,1066,1243
164933,4,133,52,81
164988,4,3807,1445,2362
165015,4,833,376,457
165024,4,1474,590,884
165033,4,2158,943,1215
165060,4,6,0,6
165112,4,2216,1108,1108
165167,4,186,83,103
165194,4,865,413,452
165255,4,80,0,80
165264,4,18,3,15
165334,4,621,235,386
165529,4,657,289,368
165556,4,83,37,46
165574,4,528,317,211
165608,4,10,1,9
165635,4,28,27,1
165644,4,165,65,100
165662,4,863,304,559
165671,4,515,128,387
165699,4,662,249,413
165750,4,38,16,22
165802,4,335,103,232
165820,4,801,347,454
165866,4,809,249,560
165884,4,184,170,14
165936,4,478,176,302
165981,4,377,169,208
166009,4,42,12,30
166018,4,381,153,228
166027,4,1658,869,789
166054,4,16,10,6
166063,4,17,0,17
166124,4,719,368,351
166133,4,1542,747,795
166294,4,23,2,21
166319,4,26,0,26
166328,4,27,1,26
166391,4,485,162,323
166407,4,3,1,2
166452,4,323,74,249
166489,4,12,7,5
166498,4,76,4,72
166513,4,1650,1057,593
166586,4,5,1,4
166595,4,10,3,7
166601,4,24,3,21
166629,4,4686,2407,2279
166638,4,1413,703,710
166647,4,1219,643,576
166656,4,912,310,602
166674,4,367,97,270
166683,4,1115,609,506
166692,4,332,278,54
166805,4,44,43,1
166823,4,1860,950,910
166850,4,794,386,408
166887,4,2034,978,1056
166911,4,103,22,81
166939,4,513,0,513
166948,4,307,110,197
166957,4,915,423,492
166975,4,75,18,57
166984,4,54,16,38
167020,4,86,9,77
167039,4,11,1,10
167057,4,96,56,40
167224,4,17,5,12
167251,4,268,121,147
167260,4,380,245,135
167288,4,275,92,183
167297,4,15,12,3
167312,4,1469,668,801
167321,4,136,93,43
167358,4,2891,1346,1545
167376,4,1518,705,813
